Target Speed,Current Speed,Target Pitch,Current Pitch 1,Current Pitch 2,,,,,,
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-19_33_*
,,,,,,,,,,Received: &_PWM_51.25_25.53_50.72_48.91_27.34_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.53_50.72_48.91_27.34_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-6_33_*
,,,,,,,,,,Received: &_PWM_51.25_27.75_48.50_49.00_27.25_*
,,,,,,,,,,Received control message: &_PWM_51.25_27.75_48.50_49.00_27.25_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-17_33_*
,,,,,,,,,,Received: &_PWM_51.25_25.83_50.42_49.12_27.13_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.83_50.42_49.12_27.13_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-14_32_*
,,,,,,,,,,Received: &_PWM_51.25_26.44_49.81_49.15_27.10_*
,,,,,,,,,,Received control message: &_PWM_51.25_26.44_49.81_49.15_27.10_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-11_32_*
,,,,,,,,,,Received: &_PWM_51.25_26.92_49.33_49.26_26.99_*
,,,,,,,,,,Received control message: &_PWM_51.25_26.92_49.33_49.26_26.99_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-16_33_*
,,,,,,,,,,Received: &_PWM_51.25_26.02_50.23_49.37_26.88_*
,,,,,,,,,,Received control message: &_PWM_51.25_26.02_50.23_49.37_26.88_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-14_32_*
,,,,,,,,,,Received: &_PWM_51.25_26.35_49.90_49.43_26.82_*
,,,,,,,,,,Received control message: &_PWM_51.25_26.35_49.90_49.43_26.82_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-16_32_*
,,,,,,,,,,Received: &_PWM_51.25_35.31_40.94_52.89_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_35.31_40.94_52.89_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-14_32_*
,,,,,,,,,,Received: &_PWM_51.25_35.62_40.63_53.91_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_35.62_40.63_53.91_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-12_32_*
,,,,,,,,,,Received: &_PWM_51.25_35.92_40.33_54.85_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_35.92_40.33_54.85_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-2_27_*
,,,,,,,,,,Received: &_PWM_51.25_37.70_38.55_55.37_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_37.70_38.55_55.37_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-6_12_*
,,,,,,,,,,Received: &_PWM_51.25_36.97_39.28_54.70_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_36.97_39.28_54.70_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-12_-9_*
,,,,,,,,,,Received: &_PWM_51.25_36.02_40.23_52.85_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_36.02_40.23_52.85_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-12_-28_*
,,,,,,,,,,Received: &_PWM_51.25_35.95_40.30_50.62_25.63_*
,,,,,,,,,,Received control message: &_PWM_51.25_35.95_40.30_50.62_25.63_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-19_-34_*
,,,,,,,,,,Received: &_PWM_51.25_34.79_41.46_49.03_27.22_*
,,,,,,,,,,Received control message: &_PWM_51.25_34.79_41.46_49.03_27.22_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-10_-37_*
,,,,,,,,,,Received: &_PWM_51.25_36.36_39.89_47.68_28.57_*
,,,,,,,,,,Received control message: &_PWM_51.25_36.36_39.89_47.68_28.57_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-11_-39_*
,,,,,,,,,,Received: &_PWM_51.25_36.04_40.21_46.35_29.90_*
,,,,,,,,,,Received control message: &_PWM_51.25_36.04_40.21_46.35_29.90_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-4_-39_*
,,,,,,,,,,Received: &_PWM_51.25_37.38_38.87_45.08_31.17_*
,,,,,,,,,,Received control message: &_PWM_51.25_37.38_38.87_45.08_31.17_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-17_-39_*
,,,,,,,,,,Received: &_PWM_51.25_35.03_41.22_43.89_32.36_*
,,,,,,,,,,Received control message: &_PWM_51.25_35.03_41.22_43.89_32.36_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-12_-38_*
,,,,,,,,,,Received: &_PWM_51.25_35.90_40.35_42.76_33.49_*
,,,,,,,,,,Received control message: &_PWM_51.25_35.90_40.35_42.76_33.49_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-5_-40_*
,,,,,,,,,,Received: &_PWM_51.25_37.22_39.03_41.33_34.92_*
,,,,,,,,,,Received control message: &_PWM_51.25_37.22_39.03_41.33_34.92_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_0_-39_*
,,,,,,,,,,Received: &_PWM_51.25_38.02_38.23_40.26_35.99_*
,,,,,,,,,,Received control message: &_PWM_51.25_38.02_38.23_40.26_35.99_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-3_-37_*
,,,,,,,,,,Received: &_PWM_51.25_37.44_38.81_39.25_37.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_37.44_38.81_39.25_37.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-3_-31_*
,,,,,,,,,,Received: &_PWM_51.25_37.46_38.79_38.69_37.56_*
,,,,,,,,,,Received control message: &_PWM_51.25_37.46_38.79_38.69_37.56_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-5_-26_*
,,,,,,,,,,Received: &_PWM_51.25_37.23_39.02_38.24_38.01_*
,,,,,,,,,,Received control message: &_PWM_51.25_37.23_39.02_38.24_38.01_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-23_-14_*
,,,,,,,,,,Received: &_PWM_51.25_33.94_42.31_38.61_37.64_*
,,,,,,,,,,Received control message: &_PWM_51.25_33.94_42.31_38.61_37.64_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-15_4_*
,,,,,,,,,,Received: &_PWM_51.25_35.45_40.80_40.18_36.07_*
,,,,,,,,,,Received control message: &_PWM_51.25_35.45_40.80_40.18_36.07_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-11_11_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-1_14_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_0_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-10_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-30_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-44_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-53_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-52_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-47_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-52_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-52_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-52_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-54_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-58_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-58_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-72_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-70_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-63_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-60_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-62_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-57_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-62_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-60_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-70_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-68_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-60_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-58_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-64_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-55_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-67_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-69_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-85_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-70_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-70_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-69_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-69_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-66_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-64_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Sent: &_SHW_DATA_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-70_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Sent: STOP
,,,,,,,,,,Received: STOP
,,,,,,,,,,Data saved to C:\Users\Rayde Kruger\OneDrive\Desktop\Skripsie\Expirment Data\Tip Thrust-Experiment-2024-10-03_19-44-02.csv
,,,,,,,,,,Sent: &_SHW_DATA_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-64_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-63_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-61_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-58_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-55_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-62_16_*
,,,,,,,,,,Sent: &_SET_PID_1.0000_0.7000_0.0000_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
